rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,"The best steak Ihave had in Europe. We ordered California steaks, well done with fries. My daughter had neo sauce, while my husband and I ordered Missouri sauce. For drinks we had virgin mojitos, followed by vanilla dessert, Brownie with  ice, and apple pie with whipped cream and ice cream. Everything was heavenly. Our waitress Martyna was very lovely and helpful and spoke English very well, which has been a rare thing so far in our trip to Polland",Excellent American diner in heart of Gdansk,"Strommen, Norway",Strommen,565alexandraj,2024-07
5,"Eating at Billy's restaurant was a very positive experience. The food tasted very good, very nice staff especially a waitress called Olga. She was service minded and fast. Overall very pleasant experience and the restaurant is highly recommended.",Good food and good service,,,Stay16207292989,2024-07
4,"Great location on the waterfront. Went for the ribs - meat falling clean off the bones, so great choice! Great service from our server Kuba, who was attentive, friendly and efficient.",Lunch at Billy’s Gdansk,"Bedford, United Kingdom",Bedford,minrodri71,2024-07
5,"The burger with pulled beef and cheddar sauce was very delicious. I haven't eaten such a good thing in a long time. I would also like to praise Mrs. Laura for being a very nice person, I have never met such a cheerful and cordial waitress.",Mrs. Laura,,,borysm986,2024-07
5,Such good service by our waiter Yanek 🙌🏼 Easy going and friendly! Ordered blue cheese burger that tasted really good. Would recommend!,Blue cheese burger and excellent service!,"Oslo, Norway",Oslo,Fearless64817962919,2024-06
5,Great place to eat lovely food and atmosphere  . Great view across the river watching  the boats sail up amd down and service was great also by Nicole and co,Great place to eat,"Lincoln, United Kingdom",Lincoln,Davric50,2024-06
5,"Amazing food, drinks and atmosphere, prices aren’t bad either. Will definitely be back soon. Olga was amazing also :).",Must visit,,,mattk1008,2024-06
5,"Fantastic service, thanks Alice! 
Very good breakfast menu, we recommend Time Square. 
Nice outdoor seating with lots to look at.",Great place,Sweden,Sweden,aakesvensson,2024-06
5,"During our two-day stay in Gdańsk, we searched Tripadvisor for the best dining spots and found this restaurant. It did not disappoint. The staff were exceptional, and the ribs were so delicious that we ordered them again on the second night. With great beer, a fantastic atmosphere, and attentive service, this place is highly recommended.",Best Ribs Ever.,"Lake Tahoe (California), California",Lake Tahoe (California),894keithw,2024-06
4,"Three children 3.5 & 7 years old with two adults ate here. Great service from the waitress Nikola! The food was good. What to expect from an American restaurant. The children were also given paper to draw on, which is a plus.",Family,"Skovde, Sweden",Skovde,evalenahj83,2024-06
5,"Great place, great service, good serving of dishes and drinks, great place to spend a birthday, I recommend this place",Great place,,,889weronikab,2024-06
5,Reallyyyy good food. We were walking and looking for good place to eat in Gdansk and Billys was the choosen one. Food was trully awesome. American food but done in the best way. Amaizing experience from Olga. She was great and made our lunch at Billys unforgetable.,Amazing!!,,,649aleksandrap,2024-06
5,"Best currants ever, fell apart and melted in your mouth. Read reviews before and looked the place up and it was really worth it. Recommended!!",Ribsen❤️❤️❤️❤️,,,carinaw69,2024-06
5,"We were walking along the river front when we noticed Billy’s so we decided to give it a go. From the moment we walked in our waitress Sophie made us feel very welcome.
I had the veggie burger which was delicious, my husband opted for the fajitas which he also thoroughly enjoyed.
All in all a great experience great staff..",Lovely veggie burger..,"Malpas, United Kingdom",Malpas,AnnG434,2024-06
5,"I had an absolutely delightful experience dining at your restaurant! The dishes were incredibly tasty, thanks for experience and wonderful service from Olga.",Nice place for having lunch,,,376nikitak,2024-06
5,"Great burgers, cool crew. Loving the vibe at these place. You can also watch football. Helena is the best  waitress!!!!!",Stag Do,,,Anonymous7007282,2024-06
5,The food was excellent and the service we got from Nikola was first class. Recommend highly if you are looking after great burger to stop at Billy’s in Gdańsk.,Great food and service,"Keflavik, Iceland",Keflavik,833helgib,2024-05
5,"Mrs. Olga is great, the best waitress!!! Food too! First-class steak, drinks and popcorn. We will come back.",Steaks!,,,301maciekb,2024-06
3,"The service was top notch but the food was mediocre. Soft potatoes etc. not bad but not excellent either.

Nicole served for us.",Good service - mediocre food,"Brande, Denmark",Brande,Go08132455371,2024-06
5,"Professional service, fast, efficient and nice... delicious dishes, vegetarian burger rich in additives, the best I have ever eaten, Nicole is very nice, I recommend it and we will definitely come back again.",Very tasty,,,domagalaxx20,2024-06
5,"Amazing food, never tasted a better beef. Honestly the greatest ive ever tried, i love the steak more than my girlfriend. Helena gave us great service! Great woman, very friendly👍🏻",Amazing!,,,petterb944,2024-06
5,"Delicious burgers, super nice waitress Nicola. I'm a regular visitor to Gdansk and it won't be my last visit :-)","Delicious, nice atmosphere, nice service",,,U8668MCmaxs,2024-06
5,"Billy's is a place you always visit in Gdansk. 
Very good food, cool atmosphere and great place for good breakfasts and lovely dinners. 
Cool drinks and lots of new and good things on the menu. 
Our waiter Nicolz took good care of us so we will be happy to come back. 
10/10 on food and atmosphere. 
But must have at least one visit to Billy's when visiting Gdansk. 🤩",Mandatory to visit Billy's in Gdansk,"Drammen Municipality, Norway",Drammen Municipality,elinj637,2024-06
4,"First visit to the New location, but Billy’s always delivers. 
We had a (too) late breakfast, so thanks to the Kitchen for that, and it was delicious. 
Will be back for steaks or ribs later, because we know those are the best in town 🤩
Thanks to our waiter Nicolz for excellent service 🤩
See you again soon. Always visit Billy’s when in Gdansk - it’s a must! 🤗",Always Billy’s in Gdansk,"Drammen, Norway",Drammen,eilifk2015,2024-06
5,"Ola is a great waitress, the food was good and the drinks were fun and cute. I had the pulled beef Burger, the barbie drink and the flower bubbles.",Cute drinks and great staff,,,J7317TZceciliab,2024-06
5,"Delicious burgers, fries and sauce. Service at the highest level. Mrs. Laura was smiling, positive and understanding. Such service is a treasure :). Prices adequate to quality. I will definitely come back here.",A visit to Billy's,,,katarzynapH8132BJ,2024-06
5,"What a place!!!
Not only the place and food, but also the service was great. Thanks to the kitchen, dinner tasted delicious, and thanks to Laura, we had a very pleasant stay.",Elvis&popcorn,,,RaimondaK6,2024-06
5,Had a lovely meal and was served by Jacob who was very welcoming and was always on hand for anything I required. Had the Ohio steak which was as described delicious and flavorsome,Lovely establishment,"Beckenham, United Kingdom",Beckenham,tonypT690LP,2024-06
5,"Good food, fast delivery of food even in a packed restaurant. Pleasant service, would like to especially mention Kinga who was our waiter. Greeted us with a smile and was always available if we wanted refills. I would like to mention the drink Harley Quinn, which was incredibly cool, but also really fresh and good. Would love to come back here.",Great experience,,,linajE5967MP,2024-06
5,Delicious salmon toast and iced coffee with ice cream. Everything was made pleasant by Mrs. Laura's service 😊 I highly recommend a visit to Billy's!,Delicious breakfast,,,toka0809,2024-06
5,"This place became our favorite place in Gdansk, very good ribs, we ate there several times :) 
The waitress weronika was great, she remembered us during the times and gave us top service!!!! Super nice and lovely. 
Super good food and we will probably never eat such currants in Sweden. 
Will definitely return when we return. 
Eat here!!
Families, couples, friends, etc. were all here!",Best currants !!,,,mariagN2765TU,2024-06
5,"Nicolt was amazing🤩
The food was great, and we also got popcorn🍿 
Thank you for your great service! You were werry nice!!!💛",✨Nicole✨,,,melissahY2743VN,2024-06
