rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
3,"Meat, tenderloin was fine, but chilled french fries destroyed my picture.
Excellent and charming service.
Burgers are juicy and really worth of recommendation.",Chilled french fries...,,,Go561417,2024-03-28
4,"Really nice hostess Weronika is our waiter, super service minded, polite and pleasant. We all got burgers, very delicious. My mother didn't read the menu closely and thus overlooked that the chicken burger had chili mayonnaise, which made it inedible for her, as she can't eat spicy food at all. The rest of us were very happy with our choice of burger, it tasted fantastic. Good atmosphere with live music you could sing along to. Great restaurant with cool interior. Really good price for delicious food :0)","Great food, great staff.","Soborg, Denmark",Soborg,Z8934OZmariah,2024-03-28
4,"Great tasting food, a great location by the river and service minded personnel! We took one burger with sweet potato fries and ribs with grilled corn, everything tastes good. The drinks were AMAZING! They have a tank with piranhas in the middle of the restaurant which was both scary and cool! Highly recommended!",Great food and amazing drink!,Sweden,Sweden,I820SLlinae,2024-03-28
5,"Delicious burgers, even better service. A place with atmosphere and a beautiful view of the Motława River! The menu also has a wide range of cocktails.",Delicious!,,,W3296EZmariuszk,2024-03-27
5,"Love this place! My girlfriend and I have been here twice during our stay in Gdansk. The drinks are 10/10, the atmosphere 10/10 such a pleasant place. The food was a 9/10. the prices are pretty good too! Pleasant waiters as well. Will definitely be back<3",Drinks and dinner,,,louisekM4662AZ,2024-03-26
5,The absolute best burger and drinks in Gdansk. And Paula the server was amazing❤️🤩🤩 also a very welcoming atmosphere🤌🏻,Biggest burger in Gdansk,,,froyab,2024-03-22
5,"Great service and delicious food.
The decor and atmosphere are also a big plus, we will definitely come back here again!
I definitely recommend it!",Delicious food and great service!,,,99hif,2024-03-21
2,"We were 6 friends on a trip who had to book a table in advance. They should have 600 zlotys for that (NOK 1,663). Something we would get back / deducted from the bill.  This did not happen and was instead added to the bill!   So we simply paid 1200 zlotys. We also had one with a brush.  This meant that the waiter just kept bringing drinks to the table without us having asked for it! This was also added to the bill!  Something that is very rude!!  We were there 1 year ago and were incredibly happy with the whole place.  This year the menu was very shrunk!  The drinks were also smaller this year at the same price / if not more expensive.    The steaks you can now order are only 200 grams or 1.2 kg. Nothing in between!    So we were very disappointed with the restaurant this year!  This is very unfortunate.  Because the food is very good!",disappointed!!,"Tonsberg, Norway",Tonsberg,torgeirj232,2024-03-19
4,"Insanely good steak with side dishes and good drinks. Cool place with friendly waiters. We were there relatively early in the evening and there were only two of us so there was no problem getting a table. When we left, there was quite a long line to get in. If there are more than two of you, it's probably a good idea to book a table :)

We will definitely go here again!",Very good food!,"Rollag, Norway",Rollag,388elisabethh,2024-03-17
5,"This place is just wow. 
The food was absolutely fantastic, some of the best I've eaten in Gdansk. In addition, they made so many good drinks and the drink menu itself is very fun and varied. Good mood and vibe in the restaurant, nice locale, must also give an extra shout out to the bartender Bartek who gave excellent service. 

We will definitely come back here next time we are in Gdansk. But then I recommend booking a table in advance, there was a bit of a queue so to avoid waiting so long we sat at the bar and ate, but it also went very well","Amazing food, drink, room and service :)","Majorca, Spain",Majorca,Explorer34522451747,2024-03-17
4,"Good service and lovely steak with side dishes. Incredibly cool place with a complete style. Lots of people and busy. Hadn't booked a table but it still worked out even though it was Saturday. It is advisable to reserve a table. Recommended if you like rock, as it is played while you eat.",Lovely steak,,,helenarozitab,2024-03-17
5,"You have to book a table here, at least at weekends. Very good place there, but it is very popular. Fun drinks and VERY good steak! The accompaniments were lovely, especially the herb butter that is served alongside the steak. You MUST go here!",Fantastically good food,"Oslo, Norway",Oslo,annkristinm,2024-03-14
5,"Visited 3 times over the course of our visit and one gentleman deserves a special mention - Piotr. He was friendly, helpful, funny and efficient. Food was great and drinks did not disappoint.",Amazing,"Cambridge, United Kingdom",Cambridge,Travel_adventures26,2024-03-12
5,"Amazing service with great food and drink. Piotr went above and beyond recommending cocktails, being extremely friendly and taking the time to welcome us. Service with a smile and he certainly deserves some recognition! Piranha tank is also an interesting thing to have in a bar. Feeding is 5:30pm Mon & Thurs we were advised.",Great service with a smile - Piotr,"Cambridgeshire, United Kingdom",Cambridgeshire,sunshine_retreat,2024-03-12
1,"So "" Whiskey in the jar "" came up as the best place for a steak according to some Gdansk FB page my wife belongs too ... 
We booked a table for the Saturday evening and turned up right on time ...the place was heaving , noisy and staff running all.over the place !!!! Not a place nowadays I'd normally bother going to but heh when in Rome .. menu was via a QR code , pain in the arse !!! 
Ordered the drinks and to be fair they came fairly quickly. We ordered the food through I must say a decent enough waitress. 
The food came out , looked good and we began to eat . My wife's chicken burger was STONE COLD !!!!! 
My meal was fine so I carried on eating,  we called over the waitress and explained the situation to which she apologised and organised a replacement.  By the time it came out I'd finished so the whole meal was ruined . We got the bill , they reduced it for the shambles and we left ... I've given it a terrible review because when you go out you expect hot food !!! Basic skills really . Wouldn't go back , wouldn't recommend it .",Cold food,,,philsS2333KV,2024-03-10
5,"Fantastic restaurant with cool locals, lovely food and drinks. Maintains high standards. Great service, food and drinks arrived quickly.",One of the best in Gdansk,"Troms, Norway",Troms,zzteffen,2024-03-09
5,"Great place to have some drinks and good burgers! We tried a lot of different options from menu and all of them were great!
P.s. If you get served by Iza know that you are gonna be taken care of well!!! <3",Amazing place!,,,bertab297,2024-03-09
3,"We ordered ""grill premium mix"". Where we were supposed to taste different meats - we never got to know what the different meats were. 

We had not pre-booked a table either, which was fine as we got a table quite quickly (it was already fully booked). When we sat down, we got a menu via QR code, which is easy and simple, but the page took around 3 minutes to download, which was a bit tricky

When we ordered, it took around 40 minutes for the food to arrive, and the first two (no idea what it was) were ok+. The last one was supposed to be medium rare(?), but was probably closer to raw... it was also more fat than meat, which is usually fine for me, but didn't taste good this time. It probably tastes better to others than us. 

Both me and my boyfriend are not particularly picky, but would say that this restaurant is a bit overrated. Would like to come another time and taste other dishes if recommended",A bit overrated,"Oslo, Norway",Oslo,Jhn001,2024-03-08
