rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
4,"We love potatoes. We live in England and baked potatoes in their jackets are available in every English pub, but they are served in 5 ways here, so my and my English husband's surprise (positive) was great when we saw 32 different fillings. Great, tasty, fluffy. , huge. Congratulations on the idea.",I haven't seen such a choice anywhere,,,LarysaL14,2018-06-19
4,"A very good idea for a baked potato with various salads: cold and warm; Nutritious and tasty. Potatoes can be mixed; delicious potato pancakes. I go there regularly and sometimes the dish is oversalted or wrong, or the service is ""slow"". I usually get it when there is no kvass on the menu. Sometimes the waiting time is long, but the staff informs about it on an ongoing basis. I recommend",Interesting and tasty,,,roksanamajaw,2018-06-17
4,"My friends took me out for a potato snack and after the meal I was very positively surprised. 
A large selection of potato additions, the ability to mix them half and half, a large portion and, most importantly, very tasty. The waiting time was bearable for a Saturday afternoon, as were the prices, considering the city center. 
I'll be happy to go back there someday! :) ",A very tasty potato surprise!,"Gdansk, Poland",Gdansk,maagdalenaa_w,2018-06-16
4,"Spent a week in Gdansk,  been there tree times. The potato pancakes were the best I had in a while, definitely recommend.  Second time we tried potato,  it was a little bit mediocre,  made a while ago and heated in the microwave.  Third time we went in waited for 20 min,  did not get served tho the place was empty.  I have mixed feelings about this.  But if you ever get to eat here,  you should definitely try the potato pancakes stuffed with...  Well anything. ",Very good potato pancakes,Lithuania,Lithuania,aidetasju,2018-06-16
4,Service was friendly and quick. The food was good for the price. There were almost no Polish guests.,Inexpensive and good food,,,187alexab,2018-06-08
4,"The purpose of the visit was supposed to be fish, but we ended up tasting various items from the menu. Both the potato pancake and baked potatoes are very good. We did not like all the compositions, some of the compositions on the plate did not match the descriptions in the menu, and some ingredients left a bad taste (""cheese sauce""). Nevertheless, since I am writing a review and I liked it, I rate the place 5 in the potato category. ",Very good potatoes,"Krakow, Poland",Krakow,Dominik_Krakow,2018-06-02
5,"Finer than you might imagine for a restaurant basing almost all of its cuisine on... potatoes!
It's good, original and not heavy! In short, good discovery!",Nice surprise!,"Paris, France",Paris,VincentL803,2018-05-30
5,"We sat inside for lunch.  The decor is comfortable; old wine bottles, historical pictures, metal signs, painted brick walls.  The English speaking staff was friendly and efficient.  We ordered potato cakes that were delicious and so large we couldn't finish them.  I would rate this an excellent place for lunch.","Good food, Friendly efficient service","Ligonier, Pennsylvania",Ligonier,43walters43,2018-05-29
5,"A small place with friendly service and a large selection of potato dishes. Really large portions, no skimping on additions ;). I ate baked potato with chanterelles and gorgonzola. The number of chanterelles was surprisingly large, the entire portion was impossible for me to eat ;) Delicious!",Delicious potato :),"Warsaw, Poland",Warsaw,371katarzynao,2018-05-28
1,"I just love it when you wait an hour for your food and it arrives cold, and devoid of the flavours it had listed on the menu. This is meant to be the go-to place for interesting potatoes (I know - irony not intended) in Gdańsk. Not a good advert for Gdańsk 😕",Long wait for a cold bland potato,"Milton Keynes, United Kingdom",Milton Keynes,quinnan,2018-05-27
5,"A medium hot day in Gdansk, got us into this after recommendations on this channel! Absolutely not disappointed! Specializing in baked potato, tried it with pork shoulder. Amazingly good! Hot in the corner, so remember sunscreen!! :-)",Good local food!,"Tromso, Norway",Tromso,508kristiana,2018-05-21
4,"The potato comes with around fifty different accompaniments. Good little salad to lighten it up. Copious and tasty portion. Pleasant service. Exchange in English. Taking orders, efficient waitress, attentive and helpful. Very moderate prices. Around 10 euros, beer salad dish. A good evening (8 of us followed backpacker directions)",inventive patisserie. Very good address. moderate prices,"Ifs, France",Ifs,GerardClaireL,2018-05-15
4,"Small restaurant near the main street where dishes based on jacked potatoes with over a hundred condiments are served. Generous portions and very good dishes but slightly slow service, but all in all it is a good place.",Specialty: Potatoes!,"Ravenna, Italy",Ravenna,TamTamy2014,2018-05-13
5,"We ate the baked potato portions, a great big size, dozens of different potato options. Good atmosphere. The restaurant was full in the evening. .",A wonderful potato restaurant,,,handen,2018-05-09
1,"When ordering dinner, we were informed that the waiting time for the meal would be a maximum of 1 hour. We decided to order something before the main course, we thought about fries - we got the answer that we wouldn't get them either, so the waitress offered a cold soup, which we didn't get for 50 minutes (we refused it). Funnily enough, the people next to us who came later also came up with the idea of ​​ordering fries while waiting for dinner and were served within 15 minutes.
And coming to the point - the food was not worth the price or the wait: the potato with cabbage tasted like bigos and the potato pancake had not only a sauce so fatty that it was inedible, but also salmon (which is why we chose this dish, wanting to try it at a fish bar). -fish) was of the worst quality, not tasty, I ate better ones bought in grocery chains.",Waiting time 2 hours - for the most persistent,,,283aniau,2018-05-06
5,"I wouldn't call the food special, it's just potato with different stuffing but it's very substantial. Also there is a good choice of craft beer. And the best part is that it's located in the very center but the prices are not too high.",Good food and beer in the very center,"Minsk, Belarus",Minsk,515tanyas,2018-05-02
5,Potatoes prepared in an excellent way. Exemplary service. Prices at a decent level. To sum up in one sentence: a place worth recommending!,Great idea for a potato :),,,111piotrt,2018-04-29
4,"I love a good baked potato and we had read about this restaurant in Gdansk and just had to try it out.
A typical local restaurant in Poland in the old town of Gdansk. One could just walk past here and if you are not aware of the place you may just walk by. Don't!
This restaurant serves the best (filled) potatoes I have ever eaten. There is a huge selection of fillings and at about €5 per serving, you certainly get your moneys, worth. 
I orderd a mushroom and gorgonzola filling and my wife a chees and bacon filling. Bothe were equally delicious. 
Don't underestimate this potato, it is a big meal that not many will be able to finish.
Great value for money, definately woth a visit","If you like baked potatoes, you must eat here","Alphen aan den Rijn, The Netherlands",Alphen aan den Rijn,ngrendex,2018-04-29
5,"Baked potato as the main dish with any filling (the list is long, so everyone should be satisfied). Personally, I recommend the standard one with bacon and cheese, it was delicious. The portion is huge, so you definitely won't be hungry by the end of the day!",Tasty and filling,"Alphen aan den Rijn, The Netherlands",Alphen aan den Rijn,Guma1221,2018-04-29
5,"We discovered this place as we were wandering around the wonderful Old Town  and in particular Ul Piwna and what a great find.
This place has a great look to it ,fantastic decor and furnishings including lots of photos and the like adorning the walls and plenty of seating options spread throughout this place.
My twin brother Stephen and I were here on Tuesday evening ,greeted warmly by a very pleasant member of staff who took our order of a couple of beers while we checked out the menu, we both got a delicious baked potato, mine was filled with a spicy sauce while my brothers were more veg based and both were absolutely delicious,my potato was huge and the filling super tasty,it really was one of the best baked potatoes I've tasted.
We both really enjoyed our baked potatoes and beers in here before we moved on and for a first time visit we were very impressed with this great restaurant so much so that we came back later on in the week were we enjoyed some great beers sitting out on their great terrace that offers great views of Ul Piwna. 
Bar Pod Ryba is really easy to locate on Ul Piwna on a street teeming with pubs, bars and restaurants and some amazing architecture and a major tourist destination. 
Opening hours are;
Monday to Sunday, 10am till 10pm. 
A great restaurant and bar and well worth a visit. ",Great restaurant and bar.,"Liverpool, United Kingdom",Liverpool,293neilk,2018-04-22
